movie_id,user_id,rating,date
806,1934,3,2003-11-10
1133,510,3,2003-07-17
2861,1928,5,2005-07-10
2531,349,4,2003-07-23
2863,632,4,2005-06-09
2169,1448,4,2005-07-23
2691,1832,4,2005-05-17
164,497,5,2005-08-17
3062,249,5,2005-11-19
384,405,2,2005-08-02
2192,1820,3,2003-03-31
916,955,4,2005-03-25
3466,309,3,2001-10-31
3386,75,2,2005-08-04
1672,176,1,2004-10-08
1615,1999,3,2005-11-05
2495,1460,1,2005-04-08
945,995,3,2004-04-13
750,177,5,2005-09-12
2495,434,5,2005-04-17
1694,1659,4,2005-03-24
3395,1894,3,2005-07-10
3302,888,3,2003-08-26
2977,408,4,2003-09-22
2102,1118,5,2005-09-01
1138,1843,4,2005-03-03
3272,859,3,2005-01-03
3283,1658,2,2003-01-24
1667,1790,3,2004-10-13
3073,370,4,2004-11-24
1379,1799,2,2005-06-03
2061,1922,3,2003-03-09
2685,75,1,2004-03-01
488,1424,3,2005-03-23
3124,1538,3,2005-08-11
942,879,4,2003-02-12
881,1685,4,2005-04-11
1606,1423,3,2005-02-15
1694,1344,4,2004-03-13
1846,1168,5,2004-10-01
1717,1179,5,2005-08-27
3345,1027,2,2005-12-19
2927,1820,4,2005-10-13
1504,1915,3,2005-09-06
3208,677,3,2004-08-25
1869,65,5,2005-04-26
1473,1265,4,2004-12-29
3058,1502,5,2004-01-28
1432,1231,4,2005-11-07
1297,1817,5,2002-02-02
1846,1723,4,2004-11-16
1227,484,1,2005-10-12
2609,1203,5,2005-07-13
2564,1216,4,2004-12-20
2061,41,3,2004-03-28
2382,1842,3,2005-04-13
1652,803,3,2004-09-26
3239,1352,4,2003-12-19
3123,1059,3,2000-04-03
229,1817,4,2002-04-12
1672,198,4,2005-07-14
3,1981,4,2005-03-13
2765,1869,5,2000-03-09
1869,675,4,2005-02-25
2885,627,1,2004-02-28
769,18,5,2004-11-09
2602,1292,5,2005-07-26
1546,1409,5,2004-07-15
1652,1752,3,2004-05-17
3415,1647,4,2004-12-29
1874,321,2,2005-05-18
1035,609,4,2005-08-22
736,289,2,2005-12-14
520,640,3,2004-06-01
3032,281,4,2005-02-22
384,1202,4,2005-05-29
2885,1147,3,2005-04-16
1558,246,5,2002-03-12
1734,484,1,2005-10-07
1884,1723,2,2005-06-14
2495,1706,4,2005-10-11
2274,698,5,2004-12-24
1293,1627,2,2004-03-21
54,351,2,2004-06-24
2263,1404,4,2005-10-18
1037,1894,3,2004-06-21
3198,388,3,2005-06-30
1504,196,3,2005-09-28
2653,979,2,2005-08-05
3282,1903,4,2003-09-05
2646,1314,3,2005-09-27
1348,1984,4,2005-05-12
1672,992,5,2005-06-20
1842,338,3,2005-01-06
190,1960,4,2004-10-21
2628,1321,4,2003-11-04
687,162,5,2005-12-25
1672,1634,4,2005-01-24
3065,647,4,2005-04-30
2928,484,4,2005-10-07
2977,16,3,2005-11-09
1184,1820,4,2000-03-01
1741,1936,5,2004-12-14
3481,522,3,2005-09-05
3239,312,4,2005-09-04
2169,225,5,2005-08-25
2345,522,4,2005-09-06
887,702,4,2005-05-14
2685,1270,4,2005-03-10
1138,1778,4,2003-08-01
2875,1174,1,2004-12-28
1869,858,5,2004-08-26
2287,799,4,2005-03-04
1936,1981,5,2004-10-25
2081,557,4,2004-11-01
2198,87,4,2004-08-16
3131,650,3,2003-12-10
439,698,3,2000-03-16
562,464,3,2004-05-20
1837,976,2,2005-03-31
1504,1392,5,2005-10-22
1724,1854,5,2005-07-28
75,566,4,2005-09-27
1812,979,4,2005-08-06
2403,799,4,2005-05-19
3058,1212,4,2004-06-10
1019,1003,1,2005-12-14
2323,1460,5,2005-07-27
133,662,5,2001-01-12
1724,1225,3,2005-04-02
1862,228,4,2004-10-21
984,718,5,2005-06-14
1685,500,2,2002-09-12
479,1817,4,2005-09-30
1523,1820,3,2000-04-01
1833,1168,3,2002-07-03
3310,1894,3,2005-07-10
2631,1446,4,2005-02-14
3448,566,3,2005-12-31
915,80,5,2005-05-09
2313,597,3,2002-11-18
916,1920,2,2004-12-16
562,1450,3,2003-07-29
3208,28,3,2004-12-13
3150,348,4,2005-06-24
962,1685,2,2005-01-02
2907,1707,2,2004-05-10
2720,1068,4,2005-02-07
915,1315,5,2004-01-30
2464,1577,3,2005-10-10
1333,566,3,2005-07-25
1395,1894,4,2005-08-19
642,631,4,2002-02-05
1214,1817,4,2002-03-22
1882,1946,5,2004-04-26
390,487,3,2002-12-31
1556,1781,5,2005-12-31
1706,1562,5,2005-05-26
3260,472,3,2003-06-05
788,1277,2,2000-03-14
281,1970,3,2004-10-15
3148,319,5,2005-05-27
3479,1414,3,2004-11-04
384,291,4,2004-10-08
2538,1350,4,2005-10-13
2602,317,4,2005-09-19
2056,1170,4,2004-10-01
1293,1221,5,2003-10-20
190,1409,3,2003-01-25
574,147,4,2002-06-28
3484,1936,4,2004-12-20
3523,979,3,2004-06-06
1288,1656,2,2005-07-12
344,1823,5,2004-04-02
2814,1820,3,2002-10-30
105,1834,4,2005-11-26
3302,432,4,2004-09-08
1741,647,3,2005-04-30
1869,850,5,2005-02-17
571,927,3,2005-09-14
3345,1936,4,2004-12-20
2602,1221,5,2005-04-15
2199,1981,3,2004-02-17
945,68,3,2004-12-08
3415,1950,4,2005-06-21
2120,795,5,2003-04-17
1292,1448,5,2005-06-16
2102,598,4,2005-10-31
2732,853,2,2005-11-06
2552,803,5,2004-08-29
635,871,4,2004-12-25
1333,597,2,2002-01-07
1686,1887,3,2002-06-26
2977,1795,4,2005-01-01
3112,238,5,2005-09-15
3058,1775,3,2005-04-28
3420,1723,4,2005-06-14
2720,1827,5,2003-05-20
1194,1915,3,2005-09-06
916,1384,2,2005-03-25
183,1786,5,2004-04-25
1218,659,1,2003-10-30
1133,128,5,2005-06-05
1504,1901,3,2005-10-15
1501,1092,4,2003-12-05
788,1130,4,2005-05-24
372,1176,3,2005-03-31
847,448,4,2005-08-11
1652,1539,4,2004-09-10
2126,679,4,2004-02-29
2885,109,5,2005-06-14
730,470,4,2005-01-24
3129,102,4,2004-03-13
2671,766,5,2005-02-18
2864,1354,4,2003-10-06
1292,292,5,2003-09-30
229,1741,2,2003-04-14
2843,994,4,2005-08-19
1672,423,5,2004-04-28
3420,1951,3,2005-08-25
258,1125,3,2005-05-24
2922,1444,4,2004-04-12
2061,500,4,2002-10-23
1165,803,3,2004-09-26
1504,611,4,2004-06-15
945,173,3,2004-12-28
2198,1073,4,2005-11-12
3543,246,4,2004-09-09
945,1241,3,2005-08-16
110,1694,4,2005-04-09
574,402,4,2003-08-16
1685,158,4,2002-12-28
458,1886,5,2004-07-28
1926,1456,5,2004-12-12
3256,1828,5,2005-12-10
887,8,4,2004-06-15
241,1723,3,2005-03-04
1197,803,4,2004-09-26
2646,833,3,2005-01-30
1473,1669,4,2005-01-19
2588,1882,5,2005-08-19
1888,1335,4,2005-11-28
170,1882,5,2005-08-19
2198,1891,5,2004-10-23
2895,510,4,2003-08-02
2553,510,3,2003-03-12
2325,627,3,2005-05-26
1764,205,3,2005-09-09
3001,1358,4,2003-06-19
1366,1370,5,2005-12-04
105,1531,4,2004-07-04
2370,1874,4,2003-01-24
2107,1445,4,2005-12-28
2955,1686,5,2005-03-28
488,221,4,2004-01-30
2663,1943,2,2003-07-30
1944,1273,5,2000-03-08
44,1512,1,2005-05-26
3465,1346,2,2005-06-14
1931,1152,4,2005-06-15
2263,1822,5,2002-02-20
945,3,3,2004-06-13
642,510,4,2001-09-01
1741,1445,4,2004-05-11
1379,803,4,2004-08-30
221,1324,5,2005-10-19
2437,799,4,2005-01-30
256,1168,2,2004-05-10
1183,1942,2,2003-06-28
2069,803,5,2004-09-08
1007,1267,3,2003-05-18
2851,1764,4,2005-01-21
440,331,3,2000-08-13
1439,939,3,2004-03-11
1495,1685,3,2005-03-14
2895,829,4,2004-11-05
1592,861,3,2005-07-03
2885,1265,3,2004-12-11
2365,1408,3,2004-04-28
2437,1937,5,2004-07-25
2102,151,4,2005-04-27
2135,1047,3,2005-11-29
3219,1192,2,2002-04-18
2595,566,4,2005-07-25
2187,1786,4,2005-06-02
2306,611,5,2005-05-18
3313,961,4,2005-05-22
1931,406,5,2004-10-08
3032,192,4,2004-08-02
1860,1339,4,2003-06-26
642,1752,3,2004-06-12
1038,566,4,2005-07-31
2671,287,3,2005-01-23
384,1607,2,2005-03-09
2516,1267,2,2004-02-18
860,1472,4,2004-05-23
458,855,5,2003-04-17
458,1739,5,2004-01-28
1504,1418,4,2005-02-07
1044,566,1,2005-07-26
2814,1619,5,2005-10-25
1727,1334,4,2000-11-28
3523,1338,4,2005-02-10
1941,1515,3,2004-04-09
945,1064,3,2004-04-10
2102,1352,4,2003-10-26
227,632,4,2005-06-10
915,1448,5,2005-03-17
3454,1083,4,2004-10-18
1178,566,2,2005-10-18
86,1999,1,2005-11-03
2037,1394,3,2005-05-15
977,84,3,2005-04-17
3543,1943,3,2004-05-29
3386,1161,5,2004-09-29
916,675,5,2004-02-27
3557,598,1,2005-12-16
547,576,4,2005-02-06
80,228,2,2004-03-30
3272,221,5,2004-01-30
1587,608,2,2004-10-05
73,983,3,2004-11-20
3420,8,4,2005-05-24
1734,876,4,2005-07-26
1869,510,3,2004-12-20
2604,858,4,2004-11-25
1277,664,4,2004-03-09
3272,1064,4,2004-09-08
1387,1600,5,2005-11-01
577,799,4,2005-03-14
458,1915,4,2005-09-05
1717,486,3,2005-12-07
598,1817,3,2004-09-08
2083,369,3,2004-11-24
1253,246,4,2002-03-15
307,1194,3,2005-05-26
1652,1765,3,2004-11-13
2590,1065,4,2003-06-10
3516,75,3,2004-12-05
1423,818,5,2005-07-09
1559,670,5,2004-08-05
611,1168,3,2004-06-03
1869,607,4,2005-04-20
30,246,4,2002-03-28
1860,331,4,2003-04-28
1724,1303,5,2005-04-09
666,979,3,2005-06-28
3289,1443,5,2005-11-13
1379,994,4,2005-08-19
2709,1669,3,2004-12-29
2636,107,2,2005-04-11
3454,988,5,2004-08-06
225,1168,2,2002-07-24
2711,1084,1,2005-11-28
2263,158,4,2002-12-28
2599,1894,5,2005-03-27
1120,591,1,2005-06-05
3025,1874,4,2004-10-29
1423,1827,5,2003-05-20
1292,433,4,2005-07-12
3492,1665,5,2000-05-07
1884,776,2,2005-09-25
1223,228,2,2004-02-23
571,598,3,2005-12-25
2998,1887,4,2004-06-21
2875,981,1,2004-06-08
667,1445,1,2005-10-24
881,1294,5,2003-07-29
384,727,5,2005-01-02
1504,1566,4,2005-03-19
916,1,3,2003-11-21
1277,1414,5,2004-06-24
962,1377,4,2005-06-14
2198,391,4,2005-06-08
1672,879,5,2005-03-06
1432,1719,3,2005-08-03
962,1341,4,2003-10-13
2017,1558,4,2001-01-09
3019,262,2,2002-12-28
2325,626,5,2004-05-05
788,1962,3,2004-11-21
1965,989,3,2003-03-28
1306,1474,3,2005-06-22
3415,1681,5,2004-12-09
992,1601,5,2004-09-12
1456,658,4,2004-12-08
1577,1952,4,2005-01-08
2137,1034,4,2005-09-30
800,541,4,2002-09-11
2273,1894,3,2005-02-02
2306,1881,5,2005-09-02
2609,1936,5,2004-12-14
1342,1564,4,2001-04-04
1931,1004,5,2004-04-27
1249,246,4,2002-12-21
229,1892,4,2004-04-13
1471,698,5,2001-04-28
3208,487,4,2003-04-22
95,1974,3,2003-06-23
2017,1515,4,2004-04-25
3025,1114,4,2003-12-29
1133,153,4,2005-10-09
21,1084,4,2005-11-28
3431,637,4,2003-11-12
458,1190,5,2005-02-03
60,273,4,2005-09-22
1306,951,3,2005-07-08
2817,1197,3,2003-06-10
1931,887,5,2004-06-18
1120,522,4,2005-09-06
1504,1444,4,2004-02-15
1872,1979,3,2004-12-03
3460,1505,5,2005-08-15
2313,663,4,2005-08-14
458,1577,5,2005-10-09
3126,602,5,2005-02-07
1342,1505,5,2005-08-15
3516,1686,4,2005-03-28
383,1962,5,2004-01-16
2225,228,4,2005-05-29
2382,1354,3,2005-05-15
1504,1895,5,2004-03-31
1051,1962,2,2005-04-27
1969,1573,3,2005-01-31
3516,77,4,2005-06-26
2061,1874,4,2002-09-05
1606,372,3,2005-06-28
1214,1409,3,2001-11-16
3413,1985,3,2004-01-21
1875,575,3,2005-01-05
3454,380,3,2003-11-22
1214,1914,3,2004-11-10
3415,1520,3,2005-06-24
3454,1201,4,2005-01-19
2674,1062,1,2003-11-18
2334,1705,2,2004-03-04
736,1264,5,2003-06-04
1187,166,5,2004-07-31
636,994,4,2005-07-30
3454,1065,4,2003-06-22
441,466,3,2002-01-27
458,1500,4,2005-06-08
242,514,4,2005-09-23
1381,432,5,2004-03-24
1208,566,4,2005-07-25
1423,606,5,2005-11-27
1862,61,3,2004-06-14
1399,1126,2,2004-10-19
3288,1531,3,2004-07-04
21,273,3,2004-04-13
1672,1212,2,2004-03-24
166,388,3,2005-07-18
3377,983,3,2004-10-28
3371,394,4,2004-11-22
2927,1152,5,2005-10-05
3272,413,3,2005-02-05
1532,822,4,2005-08-09
611,1820,3,2002-09-21
2327,1655,5,2005-03-04
3374,1561,1,2004-10-09
2216,1081,5,2004-04-28
3476,18,5,2004-11-09
3199,698,4,2000-03-16
1846,1923,4,2005-08-26
2720,8,4,2003-02-17
1464,1358,3,2001-12-31
635,1414,5,2004-08-20
2922,1894,4,2004-12-15
2586,597,3,2003-05-31
571,753,4,2002-10-18
2763,1682,5,2004-11-01
3454,52,4,2005-05-24
2384,1682,5,2005-03-15
3391,664,4,2004-04-04
41,1838,3,2004-09-03
1931,1797,5,2003-04-27
3058,87,5,2004-09-17
2944,1152,4,2005-06-16
2337,1759,5,2005-09-24
2956,261,4,2003-08-19
1161,1948,4,2004-01-23
1559,1752,5,2004-05-23
1575,1622,3,2005-11-23
281,1883,2,2004-04-20
2885,1386,3,2004-02-16
495,1457,1,2000-12-17
63,709,3,2004-05-01
1712,1166,3,2004-10-24
2365,238,4,2005-11-01
2960,1312,2,2005-02-23
1777,1631,3,2004-04-14
1948,756,5,2004-11-26
1994,1368,2,2004-12-05
1194,994,4,2005-08-19
1694,13,4,2005-10-03
53,1909,5,2005-02-20
2861,500,5,2005-12-15
3430,666,3,2005-04-30
3114,1352,3,2004-01-08
241,1144,5,2002-12-24
2492,1985,1,2004-01-21
1667,231,3,2005-03-13
1956,1705,2,2004-03-07
277,606,3,2002-12-19
2550,983,3,2005-01-11
2313,1985,3,2005-12-12
2274,1731,5,2005-01-10
1008,1887,4,2002-07-10
825,1555,5,2005-11-08
1816,1315,5,2004-01-30
851,648,4,2005-06-08
2311,1934,3,2005-03-06
1834,989,2,2003-10-23
235,317,3,2004-12-28
1524,293,3,2004-11-11
3148,1074,4,2004-10-17
3336,1901,5,2005-11-27
3492,1731,4,2004-06-29
3166,916,3,2004-08-23
2400,1168,2,2002-04-06
151,160,3,2005-04-06
1269,190,5,2004-11-16
822,1014,5,2005-12-05
2646,1350,4,2005-07-13
532,1084,1,2005-11-28
3148,599,4,2005-01-12
2720,1165,4,2005-06-08
2602,1359,5,2005-08-23
147,785,4,2004-08-14
2580,432,4,2004-06-07
2998,1811,5,2004-10-21
242,74,5,2005-02-25
2263,42,4,2005-01-24
898,939,3,2004-03-11
1292,818,5,2005-07-09
1860,1558,4,2001-03-24
2602,1304,1,2005-08-19
2492,219,5,2004-11-23
1672,1577,4,2005-10-09
2065,287,4,2004-03-28
1638,973,5,2005-08-19
3516,70,5,2005-07-17
1943,774,2,2005-08-23
440,1241,3,2005-09-30
2306,1256,2,2005-07-26
3386,486,4,2005-08-04
1292,1604,3,2004-06-25
282,1445,3,2004-01-06
110,1591,5,2005-05-18
788,61,3,2002-07-18
1736,1817,4,2005-02-27
1844,1338,5,2004-06-29
2800,1331,2,2003-03-11
204,246,3,2003-02-28
1591,335,2,2003-07-08
488,1346,4,2003-06-17
610,274,3,2005-09-22
1927,680,5,2005-06-29
2050,818,5,2005-07-09
2198,1975,4,2003-06-10
3383,1212,5,2004-12-16
1051,690,5,2005-07-28
2515,988,2,2004-06-02
2816,1377,3,2005-06-14
2720,289,4,2005-02-04
1868,1786,5,2004-04-03
147,300,5,2004-11-30
1672,1608,3,2005-10-21
1407,1853,4,2004-12-16
532,388,5,2005-06-30
2460,1474,4,2005-06-11
229,1648,1,2002-11-15
915,1426,5,2005-11-28
3516,563,3,2005-10-20
1727,44,5,2005-08-16
352,277,4,2005-02-27
2253,805,4,2004-06-21
488,1466,3,2003-08-12
1546,1430,3,2004-08-19
3411,533,3,2005-10-16
151,1473,4,2004-09-19
2602,1436,2,2005-08-12
2830,566,1,2005-07-25
2462,1604,4,2004-08-31
21,1376,5,2005-07-31
1221,1903,5,2004-08-12
2720,744,4,2005-09-19
615,1565,1,2005-05-08
610,584,3,2004-12-28
2720,1894,3,2004-10-05
2327,698,5,2005-01-29
1424,1468,4,2005-08-08
2217,1853,3,2004-12-16
962,1808,5,2005-04-08
1008,484,4,2005-09-23
1530,1538,3,2004-01-11
3553,1960,4,2004-11-11
3383,0,4,2004-09-27
962,605,4,2005-01-19
1491,589,1,2005-07-28
1546,805,3,2004-10-05
1931,803,3,2004-09-08
977,96,4,2004-10-06
3272,1601,3,2004-10-07
1948,664,3,2003-12-28
977,1459,5,2005-06-02
2667,500,4,2004-06-08
2865,1903,3,2005-08-30
3369,1353,4,2005-04-05
2015,238,5,2005-10-09
607,1863,4,2004-10-20
2586,1342,4,2004-02-02
2840,1159,3,2003-11-29
1389,508,5,2005-11-28
1324,1736,5,2005-05-13
1875,1536,3,2005-04-15
2628,236,2,2003-02-14
919,1404,5,2005-08-16
2137,1838,5,2004-03-01
152,122,5,2001-10-26
2667,871,4,2004-11-12
963,1014,5,2005-12-05
1882,1027,3,2005-02-12
2720,1570,5,2004-11-15
791,510,2,2005-01-25
721,1472,2,2004-05-28
1577,391,3,2005-02-18
3208,1196,4,2004-08-02
3550,1960,4,2004-10-22
115,1561,1,2004-10-06
3058,18,5,2004-11-27
1470,939,2,2004-03-11
3230,1782,5,2005-03-07
151,1435,3,2005-10-26
788,638,3,2005-10-05
238,979,2,2005-11-30
242,1597,2,2004-11-11
610,1239,4,2005-01-06
1846,1391,3,2004-12-29
1882,1607,3,2005-10-07
1888,662,4,2001-08-17
1418,1909,5,2004-01-09
1423,1033,4,2004-09-14
2038,746,1,2003-06-26
1019,1159,2,2005-06-06
1672,1004,5,2004-04-27
1008,394,3,2005-02-06
769,180,3,2003-05-30
2885,713,3,2005-04-11
1424,1573,4,2005-01-19
2495,1377,3,2005-05-25
1553,596,4,2005-09-22
2993,1372,4,2003-10-31
24,1338,5,2004-11-18
1356,664,2,2005-06-23
2636,745,5,2005-11-06
3186,1910,4,2005-09-30
571,1372,4,2005-04-20
2169,859,4,2004-05-30
190,697,5,2005-12-28
1578,81,4,2005-09-30
3354,353,4,2000-09-02
1910,508,3,2005-07-28
3543,298,3,2005-07-01
235,698,5,2004-09-09
542,1170,4,2005-02-02
458,526,5,2005-08-08
180,1682,4,2004-12-30
1133,1888,3,2004-11-16
945,1662,5,2003-01-05
2306,500,5,2005-10-16
2966,85,2,2003-12-22
3094,1466,3,2003-05-21
893,566,1,2005-09-27
2667,297,5,2005-11-26
3106,1436,5,2005-08-12
2198,105,5,2005-11-05
2198,547,5,2004-07-02
2460,818,5,2005-07-09
3369,1820,3,2004-09-01
2685,990,2,2004-12-04
2531,312,5,2005-08-17
1436,1739,3,2004-01-28
471,1797,4,2003-12-11
1019,1443,3,2005-11-13
458,348,5,2003-12-13
2684,1448,5,2005-09-02
1118,1866,3,2004-12-22
2671,277,4,2005-02-27
612,448,3,2005-07-25
371,1954,5,2004-12-24
2452,429,3,2004-08-05
2516,1821,4,2004-05-19
1133,256,2,2005-10-25
384,396,3,2004-01-02
2609,1241,5,2005-09-08
3413,103,4,2005-03-23
2865,1667,2,2002-08-13
2484,1350,4,2005-12-31
1194,833,4,2005-05-02
19,1952,4,2004-11-17
296,664,3,2004-05-05
221,1723,3,2005-08-01
1615,1601,5,2004-11-18
562,1259,5,2003-01-27
977,1670,3,2004-11-30
642,1436,5,2005-09-02
881,1709,4,2004-10-26
3001,139,2,2005-02-21
257,1196,5,2004-01-01
1037,766,4,2005-03-14
1948,1064,4,2005-05-19
607,1915,4,2005-10-02
607,1448,5,2005-10-18
2506,266,5,2005-02-05
3478,509,5,2005-02-03
353,433,3,2004-10-08
1008,1377,4,2005-06-25
1675,1177,4,2002-07-16
147,1427,5,2004-06-02
3232,1878,4,2005-02-21
2263,241,4,2005-10-18
2644,822,5,2004-12-29
3509,993,2,2004-10-06
2716,429,4,2004-12-02
1555,1734,4,2005-11-07
1456,1682,5,2004-12-16
1888,754,2,2005-01-24
3376,228,1,2004-02-06
3444,1016,4,2004-02-13
2814,1465,3,2003-06-16
652,418,4,2003-09-25
285,1269,4,2005-03-16
858,698,5,2005-07-17
2725,1817,3,2004-06-17
1187,805,3,2004-01-11
1504,459,3,2005-07-11
2750,675,5,2004-03-28
3430,1934,3,2003-11-25
1051,504,5,2005-11-21
3516,189,5,2004-03-28
1504,222,5,2004-02-05
2840,1196,5,2003-10-03
2631,213,4,2005-01-03
750,219,2,2004-11-23
789,1184,4,2005-10-31
3383,1979,3,2005-01-02
1884,670,4,2004-08-28
2484,1084,2,2005-12-01
3062,84,4,2005-11-18
1269,1739,3,2004-09-19
2646,1623,3,2005-04-22
2644,803,3,2004-09-08
3386,1875,5,2005-10-01
3477,219,4,2004-09-08
2505,173,4,2004-12-28
3389,1312,2,2004-05-23
556,1838,5,2004-04-14
3430,1752,3,2004-05-17
256,944,4,2004-07-21
916,774,2,2005-04-22
1051,305,4,2004-02-03
1333,198,2,2005-07-14
415,180,1,2004-06-28
383,881,3,2005-09-27
133,686,5,2004-07-21
2306,382,5,2005-10-04
1473,1552,5,2005-03-18
3025,391,3,2005-04-02
835,1301,4,2005-05-03
2191,105,3,2005-11-25
3177,1820,4,2004-04-27
1682,1511,4,2005-07-25
2437,1168,5,2004-10-10
2061,1507,3,2003-09-02
3272,1098,3,2004-10-11
3383,934,4,2004-05-21
383,1445,4,2004-06-29
1806,429,4,2005-03-28
1869,1511,3,2005-07-25
2466,1705,3,2004-07-13
1235,738,5,2005-10-19
2460,1221,5,2003-09-11
2550,944,3,2003-11-14
3516,1777,4,2005-03-16
2061,1498,5,2005-06-09
1700,576,4,2004-06-14
3044,686,5,2004-04-28
2460,1830,5,2005-07-05
2452,172,2,2004-01-29
91,1820,3,2004-07-12
2028,566,4,2005-08-03
3454,180,3,2003-09-16
1652,552,3,2005-08-28
1694,58,4,2005-08-16
3492,1766,5,2005-02-25
2671,1394,3,2004-11-06
909,1700,3,2005-01-24
1381,961,4,2005-05-09
3486,1853,5,2004-12-06
2460,1468,3,2005-08-08
1672,1176,5,2005-03-31
919,1046,3,2004-11-12
2213,1077,5,2005-09-15
2875,625,4,2004-10-27
1166,916,3,2005-01-10
1869,1713,3,2005-01-04
977,186,4,2004-11-03
362,345,4,2004-11-19
377,380,3,2003-12-03
977,1250,4,2005-05-08
1473,1004,5,2004-11-13
875,500,2,2003-01-16
458,573,4,2003-09-12
15,1874,2,2003-01-24
1133,495,4,2004-03-30
490,1504,5,2002-09-13
2497,1572,5,2002-01-12
33,627,4,2004-07-25
1342,1731,5,2004-05-24
2893,1110,2,2005-08-16
1652,1642,2,2005-10-29
2895,680,4,2005-06-29
2814,1085,5,2005-08-24
3058,1424,4,2005-03-19
1577,0,3,2004-09-27
607,1901,3,2004-08-19
2038,1856,5,2005-10-21
2116,566,4,2005-09-27
3345,1338,3,2004-03-05
225,317,5,2004-12-22
362,1685,1,2005-03-14
2595,549,2,2005-07-11
1724,529,4,2005-11-05
847,1161,5,2005-08-08
2672,1297,4,2004-09-21
3150,1069,4,2005-04-01
2609,961,5,2005-05-10
3116,679,4,2005-05-01
1611,495,4,2005-10-05
3032,159,4,2004-10-22
2061,566,4,2005-07-25
3386,337,4,2004-09-22
1490,377,3,2004-08-21
3468,736,3,2004-08-24
352,1199,5,2005-11-05
258,939,4,2005-07-07
1734,1752,3,2004-05-17
2505,1723,3,2005-02-27
383,1496,4,2004-11-22
256,486,2,2005-08-04
1379,1448,5,2005-07-14
1279,1561,4,2004-11-17
1869,1230,4,2005-02-07
3041,1414,1,2004-10-27
3140,1949,2,2005-01-04
1869,1936,5,2004-12-07
2725,566,4,2005-08-05
3295,538,3,2004-11-08
3444,370,3,2004-07-29
574,598,3,2005-12-16
1348,1805,5,2005-09-26
1724,1443,4,2005-10-21
3415,87,5,2004-06-22
2861,1866,5,2005-03-13
1347,1557,4,2005-08-01
3430,537,5,2005-02-23
2966,591,5,2005-01-12
1931,818,5,2005-07-09
1161,1505,5,2005-08-19
1293,510,3,2004-01-03
1806,1968,4,2005-04-24
2061,176,4,2004-11-01
1944,291,5,2004-10-08
130,391,3,2005-02-18
2602,569,5,2005-05-22
21,1374,3,2005-04-30
133,1403,5,2005-06-08
1369,1894,3,2005-07-10
3333,1168,3,2003-02-13
2125,1936,4,2005-01-03
1806,329,4,2004-10-22
701,173,5,2003-01-17
2877,1210,3,2003-09-24
1096,983,4,2004-10-24
354,1820,4,2000-04-01
2495,760,5,2005-10-18
981,1960,5,2004-10-21
3058,1609,1,2005-08-19
2169,360,4,2005-08-22
2442,1318,3,2004-10-11
2274,1380,1,2005-02-08
2864,1455,4,2005-10-18
785,1505,5,2005-08-15
2646,1438,2,2005-06-21
183,417,4,2001-09-02
458,897,4,2005-07-18
1611,1007,5,2005-07-22
3383,1269,3,2004-09-22
1445,1294,4,2003-09-16
2685,137,5,2004-03-20
3282,1786,4,2004-02-13
840,298,4,2005-03-13
3126,1162,5,2004-12-05
3022,1887,3,2002-09-16
1133,335,3,2003-08-05
1227,300,3,2005-05-03
1161,1291,3,2005-07-06
2627,1421,1,2003-05-21
583,1077,4,2005-09-15
3219,582,5,2005-01-07
3354,274,3,2005-11-21
1423,1415,4,2005-09-18
2592,1047,4,2005-09-25
2460,1197,3,2002-12-24
762,870,4,2005-11-14
2164,417,2,2003-08-17
3069,487,5,2005-01-07
2198,1306,5,2002-03-16
1710,349,5,2004-11-29
3513,1823,5,2004-12-03
3444,1803,5,2003-11-25
2944,1064,4,2005-03-10
919,1207,3,2005-04-03
34,1894,3,2005-05-05
693,1092,5,2005-03-28
3444,1853,4,2004-12-06
1110,1372,2,2005-06-11
1214,1580,3,2004-09-19
881,1973,4,2005-12-29
3081,1664,1,2004-08-30
2726,1053,5,2004-05-14
1675,228,4,2004-09-02
2944,1137,5,2005-10-28
2646,1212,4,2005-02-26
2305,1614,4,2004-10-10
1396,429,4,2005-10-18
126,1921,5,2005-09-16
1988,541,4,2003-07-10
2515,331,3,2002-05-02
3258,367,3,2005-04-24
1846,1041,4,2005-07-15
1356,822,4,2005-06-02
1371,1281,3,2004-12-22
3516,1749,5,2005-07-11
2489,301,5,2005-07-14
300,1152,5,2005-09-04
24,1686,4,2005-10-11
1306,911,3,2004-02-01
2102,227,4,2005-09-08
3487,966,4,2005-06-15
3454,1679,4,2004-10-06
2198,1443,4,2005-07-30
3058,489,3,2005-01-22
1672,1514,2,2004-11-21
208,859,4,2005-04-04
2132,1942,4,2003-06-28
1701,361,5,2005-09-10
1694,1291,3,2005-06-09
977,1826,3,2005-07-01
3126,787,3,2005-11-02
2869,897,5,2005-07-05
1743,659,4,2004-12-27
2515,627,3,2004-03-16
3397,1043,3,2005-08-24
1133,939,4,2004-03-11
204,1662,2,2003-01-05
1669,262,5,2004-12-02
2725,1946,4,2004-04-26
2609,1855,4,2005-11-27
1420,627,4,2005-04-06
1685,478,3,2001-11-29
1547,965,3,2005-05-17
3062,745,5,2005-11-06
509,1887,4,2004-12-17
1908,750,5,2004-07-13
3117,51,3,2005-10-26
258,664,4,2004-11-16
701,1658,4,2004-02-13
